Sample ID,Number of Spots Under Tissue,Number of Reads,Mean Reads per Spot,Mean Reads Under Tissue per Spot,Fraction of Spots Under Tissue,Valid Barcodes,Valid UMIs,Sequencing Saturation,Q30 Bases in Barcode,Q30 Bases in Probe Read,Q30 Bases in UMI,Reads Mapped to Probe Set,Reads Mapped Confidently to Probe Set,Fraction Reads in Spots Under Tissue,Median Genes per Spot,Median UMI Counts per Spot,Genes Detected,Reads Mapped Confidently to the Filtered Probe Set,Number of Genes,Number of Genes >= 10 UMIs
CytAssist_Fresh_Frozen_Human_Breast_Cancer,1657,75833503,45765.541943270975,43052.3808086904,0.33193108974358976,0.9927561700532284,0.9997169720618077,0.28088271868842696,0.9612397524095576,0.9613439817336996,0.9549126050245652,0.9860897629903764,0.9838957195475988,0.9503952264748822,6782.0,27128.0,16387,0.9600977288362902,18085,14521
