"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa04514","Cell adhesion molecule (CAM) interaction",46,0.55652063087511,2.35073555294165,9.23865323495193e-07,8.77810359278733e-06,5.34145838483999e-06,1106,"tags=54%, list=18%, signal=45%","120425/923/925/7122/3383/3689/64115/6614/6693/3676/920/3683/5175/6404/9672/3684/3384/1003/1462/5797/958/947/24146/83700/3680"
"hsa04510","Focal adhesion",104,0.441457645680864,2.23815595462309,9.77390058594924e-07,8.91498204960824e-06,5.4247486505747e-06,1380,"tags=49%, list=23%, signal=38%","5293/5579/64098/5880/7450/3676/2534/3371/7409/857/824/1293/1277/2012/7148/1278/3678/10398/4638/3691/1292/7791/7058/1291/3693/3912/3910/2889/2316/894/3913/2324/3915/5159/858/5154/896/1284/60/3680/3725/1282/7057/6464/7094/2335/596/87/6654/5594/5228"
"hsa05164","Influenza A",62,0.502052990402014,2.32351168980034,1.22772813830683e-06,1.08690049891281e-05,6.613767680043e-06,1015,"tags=45%, list=17%, signal=38%","6352/5293/5579/4261/3383/4600/4939/64135/9021/4792/91543/4938/29108/6773/7132/637/5371/4940/9641/896/3716/4615/6772/3455/60/3460/4599/7297"
"hsa05168","Herpes simplex virus 1 infection",65,0.498681516428462,2.31374327468268,1.63150466504195e-06,1.40309401193608e-05,8.53779884864057e-06,1370,"tags=58%, list=23%, signal=46%","6352/5293/972/718/684/6891/4939/64135/9021/4792/7097/6890/4938/3678/8764/6773/7132/637/6672/5371/29992/4940/9641/3716/4615/6772/3455/3460/7297/23118/6850/567/3665/7188/596/55080/6892/64170"
"hsa05162","Measles",61,0.511973260508269,2.36464683567967,1.76711851523785e-06,1.47750742524054e-05,8.99060297226275e-06,1047,"tags=49%, list=17%, signal=41%","916/3561/5293/3560/3718/7128/4600/2353/6776/4939/64135/4792/4478/7097/4938/6777/6773/894/637/4940/9641/896/3716/4615/6772/3455/4599/6774/7297/23118"
"hsa05170","Human immunodeficiency virus 1 infection",91,0.452425330776009,2.2368556136294,2.06739391503614e-06,1.68185288763751e-05,1.02340410018859e-05,1375,"tags=48%, list=23%, signal=38%","916/919/7852/5293/7133/5579/5880/920/25939/684/2353/6891/2185/4792/7097/6890/3708/54331/3709/3710/59345/4773/6300/7132/637/5600/5335/5336/2791/472/4615/23118/3984/5606/3725/8907/567/3985/7188/596/55080/6892/2776/5594"
"hsa05169","Epstein-Barr virus infection",95,0.446710551482306,2.23596844857767,2.19973066285482e-06,1.74241823557711e-05,1.06025799262254e-05,1322,"tags=53%, list=22%, signal=42%","916/919/5293/3718/7128/864/3383/3683/960/7431/6891/4939/4616/4792/7097/6890/4938/6300/4067/1647/6773/894/637/8819/5600/5971/5336/4791/4940/9641/896/3716/958/4615/6772/3455/6774/7297/23118/6850/5606/3725/567/10018/3665/29760/7188/596/55080/6892"
"hsa04621","NOD-like receptor signaling pathway",77,0.466148673361994,2.25520921913486,2.73643358348289e-06,2.11196540673936e-05,1.28512670317415e-05,1398,"tags=53%, list=23%, signal=41%","6352/9051/7128/1535/3428/5330/22861/2633/10628/1536/4939/4792/2634/3708/1508/4938/3709/3710/63940/6300/29108/6773/51393/84168/5600/4940/9641/3716/4615/6772/3455/7297/23118/3725/837/3665/7188/596/64170/5594/10135"
"hsa05167","Kaposi sarcoma-associated herpesvirus infection",82,0.464453282840366,2.25660302411143,4.21004838824997e-06,3.1680614121581e-05,1.92775899883025e-05,1250,"tags=49%, list=21%, signal=39%","5293/718/3383/23533/2353/7538/57580/4792/6932/3708/54331/3055/3709/3710/59345/4773/51176/6300/4067/6773/5294/7132/637/83439/5600/5335/5336/2791/9641/3716/6772/3455/6774/7314/7297/6850/3725/9261/6934/3665"
"hsa05163","Human cytomegalovirus infection",91,0.443232761286994,2.19140623388333,4.96748785211256e-06,3.64686303289239e-05,2.21910882225311e-05,1017,"tags=35%, list=17%, signal=30%","6352/7852/3587/5293/5579/5880/6387/5734/5330/113/6891/2185/4792/6376/6890/3708/54331/3709/3710/59345/4773/6300/9138/109/7132/637/5600/2791/3716/6774/196883/11214"
"hsa04613","Neutrophil extracellular trap formation",53,0.517365591928802,2.27997255991858,5.76006187263976e-06,4.1280443420585e-05,2.51190668130155e-05,827,"tags=43%, list=14%, signal=38%","5293/5579/718/3689/5880/1535/7450/5330/3683/4689/1536/6404/4688/3684/7097/64581/2359/6300/2214/5600/2212/5335/5336"
"hsa05144","Malaria",16,0.732695687202771,2.37929080157523,5.92742070812834e-06,4.14919449568984e-05,2.52477650725663e-05,1218,"tags=88%, list=20%, signal=70%","3383/3689/3683/5175/7097/2995/4035/7058/948/7040/958/4615/7057/7043"
"hsa04660","T cell receptor signaling pathway",57,0.50052986632264,2.24830733768009,6.42175622780021e-06,4.39306505583605e-05,2.67317125272066e-05,803,"tags=30%, list=13%, signal=26%","916/919/925/7535/84433/5293/920/3937/2534/7409/2353/4792/4773/6300/5777/5600/5335"
"hsa04666","Fc gamma R-mediated phagocytosis",48,0.532849182595678,2.28187574022976,1.26366357183921e-05,8.34089415485258e-05,5.07541732101538e-05,1282,"tags=56%, list=21%, signal=45%","5293/5579/7454/5880/3635/7409/274/3055/4067/2934/8877/8605/2214/2212/5335/5336/4082/10163/8613/1785/6850/3984/382/27040/50807/3985/10109"
"hsa05417","Lipid and atherosclerosis",89,0.424256441812968,2.09008691673265,1.27468814326651e-05,8.34089415485258e-05,5.07541732101538e-05,1123,"tags=38%, list=19%, signal=32%","6352/5293/929/3383/1535/5330/7409/4689/2353/1536/4688/4792/7097/3708/19/4773/6300/29108/9138/4067/948/6648/7132/637/5600/5335/5468/9641/958/4615/6774/23118/5606/3725"
"hsa05322","Systemic lupus erythematosus",15,0.725202569932119,2.29685321457033,1.39395548114811e-05,8.92724680479958e-05,5.43221172944615e-05,981,"tags=73%, list=16%, signal=62%","715/718/712/714/713/716/717/2214/2212/958/6737"
"hsa04935","Growth hormone synthesis, secretion and action",59,0.490835458865442,2.23443352716028,1.62437998729077e-05,0.000101862161703026,6.19829205676742e-05,1375,"tags=49%, list=23%, signal=38%","8651/5293/5579/5330/113/2353/6776/9021/3708/3486/3709/3710/6777/6300/109/3726/5600/5335/5336/6772/6774/196883/5606/6464/90993/6654/8660/2776/5594"
"hsa05131","Shigellosis",105,0.410295318162669,2.09173407004926,2.08617621416435e-05,0.000128150824584382,7.79795190686568e-05,1375,"tags=43%, list=23%, signal=34%","6352/5293/929/27128/23157/718/5330/960/3059/824/2308/4792/9181/3708/3709/3678/10398/3710/6300/29108/3101/7132/5600/5335/9844/5336/472/10163/4615/60/7314/9265/23118/382/3725/23048/7094/837/10318/7188/10109/596/87/831/5594"
"hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",46,0.504887955588407,2.13263983688691,2.37682675367605e-05,0.000143084970571298,8.70669168715017e-05,1164,"tags=46%, list=19%, signal=37%","916/919/7535/5293/920/2353/4792/7097/4773/6300/5777/5600/5335/3716/4615/6772/3460/6774/5606/3725/27040"
"hsa04926","Relaxin signaling pathway",58,0.485746035009565,2.20703860079377,2.93271312404697e-05,0.000173087578497674,0.000105323443464226,1176,"tags=43%, list=19%, signal=35%","5293/4313/7048/1906/5330/113/2353/4792/1281/1277/409/1278/54331/59345/6300/59/109/7040/5600/2791/1284/196883/3725/1282/6464"
"hsa04110","Cell cycle",91,-0.400912857510514,-2.05242955834061,3.13002876384131e-05,0.000181180511137737,0.000110247976702103,1287,"tags=37%, list=21%, signal=30%","5111/4175/4088/595/5518/891/7027/1032/55869/2810/9212/1029/1022/990/983/545/23047/6502/9700/114799/10926/9088/5000/113130/5933/991/8318/898/9133/27085/9134/993/23594/10403"
"hsa05145","Toxoplasmosis",47,0.511765720594781,2.17917389751767,3.36422781331613e-05,0.000191062749397765,0.000116261298811719,1082,"tags=51%, list=18%, signal=42%","3587/8651/4261/23533/4792/7097/6300/3912/3910/7040/3913/5294/7132/3915/5600/3716/958/4615/6772/3460/6774/7297/23118/5606"
"hsa05166","Human T-cell leukemia virus 1 infection",105,0.401327105781593,2.04601306238839,4.1421330107301e-05,0.00023088556226477,0.000140493400363945,899,"tags=32%, list=15%, signal=28%","916/3561/5293/3560/3718/3383/3689/7048/920/3683/2113/6688/113/2353/6776/7538/4792/1958/3601/6777/4773/64784/109/7040/894/8829/7132/2114/5971/472/4791/896/3716/958"
"hsa04612","Antigen processing and presentation",26,0.611681804960823,2.28683750418947,4.46472314266033e-05,0.000240687892341821,0.000146458098504903,550,"tags=38%, list=9%, signal=35%","925/972/4261/920/1520/6891/6890/1508/10437/5641"
"hsa04625","C-type lectin receptor signaling pathway",54,0.485813093669355,2.14799998754568,4.47791427612691e-05,0.000240687892341821,0.000146458098504903,1508,"tags=57%, list=25%, signal=43%","5293/4046/2207/1960/4792/3659/3708/64581/3709/3710/8844/4773/6300/29108/6773/5600/5971/5336/1263/4791/9641/6772/6850/3725/9261/868/64170/5594/4775/23365/6237"
"hsa05146","Amoebiasis",35,0.553306251397606,2.22347156035136,5.46672009714075e-05,0.000288681184077082,0.000175661920018927,772,"tags=46%, list=13%, signal=40%","5293/929/5579/3689/5330/5272/1281/3684/7097/1277/1278/3912/3910/7040/3913/3915"
"hsa04072","Phospholipase D signaling pathway",65,0.453908736059043,2.10601005005764,5.83228869851846e-05,0.000302675672112768,0.000184177537847951,1508,"tags=52%, list=25%, signal=40%","5293/27128/1606/5330/23533/2534/113/2207/56895/2185/109/8877/8605/5294/5335/5159/5336/5154/8613/5900/1785/196883/9265/6850/382/6464/10411/6654/8526/5594/23396/8525/5899/6237"
"hsa03460","Fanconi anemia pathway",28,-0.568080028777223,-2.17495434566541,7.82498885714981e-05,0.000399207058644423,0.000242916692443188,1349,"tags=54%, list=22%, signal=42%","5889/5980/22909/55120/2175/2189/146956/545/353497/55215/116028/29089/5888/2177/83990"
"hsa04270","Vascular smooth muscle contraction",51,0.469879733225471,2.04419773354435,8.04918505145914e-05,0.000403800783414867,0.000245711964728753,983,"tags=41%, list=16%, signal=35%","5579/1906/5330/3778/113/10266/3708/3709/10398/4638/3710/3779/9138/59/109/10268/8605/800/5592/2982/196883"
"hsa04217","Necroptosis",50,0.490769556512627,2.12476941391832,0.000104792721030744,0.000517091951315638,0.00031464941258584,1015,"tags=44%, list=17%, signal=37%","3718/7128/2512/81030/197259/1536/6776/824/8837/6777/29108/6773/8605/2752/7132/637/3716/6772/3455/3460/6774/7297"
"hsa04664","Fc epsilon RI signaling pathway",35,0.536779915835316,2.15706017058889,0.000129455279614952,0.000628484502646783,0.000382431556078127,1164,"tags=49%, list=19%, signal=39%","5293/5880/3635/3937/2534/7409/2207/241/6300/4067/8605/5600/5335/5336/6850/5606/27040"
