Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000144369,FAM171B,Gene Expression,0.1145488758495253,0.0,0.0,749,0.39458099444404104,463
ENSG00000184924,PTRHD1,Gene Expression,0.11452694205753697,0.0,0.0,2417,1.2256146602496074,993
ENSG00000213614,HEXA,Gene Expression,0.11449413368304451,0.0,0.0,7013,4.610607810125837,1402
ENSG00000005801,ZNF195,Gene Expression,0.1144880600917676,0.0,0.0,2963,1.5093618289759134,1041
ENSG00000179335,CLK3,Gene Expression,0.11448035489753774,0.0,0.0,7571,4.218946771008168,1342
ENSG00000177239,MAN1B1,Gene Expression,0.11445955393393487,0.0,0.0,7422,4.090859060661716,1360
ENSG00000161013,MGAT4B,Gene Expression,0.11445469705780689,0.0,0.0,8521,4.7615202362130065,1388
ENSG00000087263,OGFOD1,Gene Expression,0.11443387171113356,0.0,0.0,2231,1.0458871588637337,914
ENSG00000118971,CCND2,Gene Expression,0.11442120713054707,0.0,0.0,882,1.0554531673956773,608
ENSG00000130309,COLGALT1,Gene Expression,0.11439921015234587,0.0,0.0,3882,3.305067715149588,1298
ENSG00000100461,RBM23,Gene Expression,0.11438167574520212,0.0,0.0,3561,1.8783065642823464,1146
ENSG00000174136,RGMB,Gene Expression,0.11437808204396334,0.0,0.0,2293,1.1212357005895242,959
ENSG00000188643,S100A16,Gene Expression,0.11437377895526786,0.0,0.0,1062,1.0010894251991658,687
ENSG00000197771,MCMBP,Gene Expression,0.11435329632962042,0.0,0.0,2597,1.2687768943231486,1004
ENSG00000119723,COQ6,Gene Expression,0.11433497258527807,0.0,0.0,1763,0.8173145679589904,854
ENSG00000135679,MDM2,Gene Expression,0.11430559938302244,0.0,0.0,3056,1.5264884278523962,1071
ENSG00000164976,MYORG,Gene Expression,0.11426193709607267,0.0,0.0,1200,0.599621030105095,708
ENSG00000059378,PARP12,Gene Expression,0.1142401784035389,0.0,0.0,3750,2.6321275648590734,1219
ENSG00000213853,EMP2,Gene Expression,0.11420627485835974,0.0,0.0,2780,1.474389215351547,1035
ENSG00000162889,MAPKAPK2,Gene Expression,0.11418111398906844,0.0,0.0,13714,8.844325940229012,1524
ENSG00000110917,MLEC,Gene Expression,0.11418005351034524,0.0,0.0,4532,2.4155589020150017,1216
ENSG00000101017,CD40,Gene Expression,0.11415886210750771,0.0,0.0,997,0.9389443570968103,606
ENSG00000196428,TSC22D2,Gene Expression,0.11414528134864194,0.0,0.0,4785,2.566364695976088,1240
ENSG00000183048,SLC25A10,Gene Expression,0.11413781200748868,0.0,0.0,1235,0.56551654832105,721
ENSG00000122861,PLAU,Gene Expression,0.11412323268015688,0.0,0.0,1014,0.9572846389951125,654
ENSG00000088888,MAVS,Gene Expression,0.11409260165813312,0.0,0.0,9043,5.243730987615086,1410
ENSG00000134077,THUMPD3,Gene Expression,0.11408869432063064,0.0,0.0,1815,0.8548940896404637,857
ENSG00000197622,CDC42SE1,Gene Expression,0.11408560608756005,0.0,0.0,10674,6.197326736425937,1447
ENSG00000241839,PLEKHO2,Gene Expression,0.11405988137762214,0.0,0.0,1104,1.12601898660635,726
ENSG00000119707,RBM25,Gene Expression,0.11405681773375292,0.0,0.0,6905,3.997489017729772,1371
ENSG00000135945,REV1,Gene Expression,0.11403234469550147,0.0,0.0,3933,2.0799835065011587,1200
ENSG00000165782,PIP4P1,Gene Expression,0.1139607213436575,0.0,0.0,2423,1.290234495828605,1024
ENSG00000156802,ATAD2,Gene Expression,0.1138939741654867,0.0,0.0,1273,0.5607643131051565,695
ENSG00000157483,MYO1E,Gene Expression,0.11386750964746299,0.0,0.0,1010,1.046634184879645,661
ENSG00000087303,NID2,Gene Expression,0.11384817409200196,0.0,0.0,1421,1.298005909970794,801
ENSG00000144228,SPOPL,Gene Expression,0.11368644421125927,0.0,0.0,2491,1.1886336577438688,977
ENSG00000137726,FXYD6,Gene Expression,0.11364673960508681,0.0,0.0,1119,1.154376274240946,695
ENSG00000126460,PRRG2,Gene Expression,0.11363196233080605,0.0,0.0,1601,0.7221775256809293,801
ENSG00000168056,LTBP3,Gene Expression,0.113589543370486,0.0,0.0,16505,9.77143713960243,1517
ENSG00000162066,AMDHD2,Gene Expression,0.11356311222889484,0.0,0.0,8396,4.919669444136741,1409
ENSG00000046604,DSG2,Gene Expression,0.11349429567312351,0.0,0.0,1440,0.6825222841649845,735
ENSG00000110851,PRDM4,Gene Expression,0.11347740819892434,0.0,0.0,3307,1.6763498540309274,1089
ENSG00000012061,ERCC1,Gene Expression,0.11343578760016251,0.0,0.0,6015,3.4048845052913475,1324
ENSG00000100577,GSTZ1,Gene Expression,0.11342651440261381,0.0,0.0,1899,0.8739702631134287,875
ENSG00000113161,HMGCR,Gene Expression,0.11327465317677406,0.0,0.0,1446,0.6314455216685974,761
ENSG00000151276,MAGI1,Gene Expression,0.11319915979845493,0.0,0.0,2130,1.0868037874875098,931
ENSG00000165730,STOX1,Gene Expression,0.11319179729382971,0.0,0.0,572,0.2449040322687741,393
ENSG00000183155,RABIF,Gene Expression,0.11316295300971488,0.0,0.0,1528,0.7390228828446416,837
ENSG00000117115,PADI2,Gene Expression,0.11313680106615207,0.0,0.0,291,0.26455495766162923,222
ENSG00000108854,SMURF2,Gene Expression,0.11311464740785065,0.0,0.0,2860,1.451480324969247,1050
ENSG00000165156,ZHX1,Gene Expression,0.11308095163955902,0.0,0.0,1387,0.6331387843050954,771
ENSG00000132109,TRIM21,Gene Expression,0.1130211498264585,0.0,0.0,1286,0.8661236120286336,757
ENSG00000090674,MCOLN1,Gene Expression,0.11302066961336672,0.0,0.0,2892,2.2108559470148648,1130
ENSG00000115761,NOL10,Gene Expression,0.11301908902672639,0.0,0.0,2028,0.970843842343078,912
ENSG00000101246,ARFRP1,Gene Expression,0.1130172043251373,0.0,0.0,8449,4.709611985312742,1394
ENSG00000174840,PDE12,Gene Expression,0.11296942946738586,0.0,0.0,1725,0.896990370070694,880
ENSG00000146833,TRIM4,Gene Expression,0.11294921654155339,0.0,0.0,4356,2.4402135448598528,1229
ENSG00000131828,PDHA1,Gene Expression,0.11290459989526978,0.0,0.0,7126,3.803210712701843,1319
ENSG00000171236,LRG1,Gene Expression,0.11282775939059186,0.0,0.0,504,0.23044047779562332,369
ENSG00000093167,LRRFIP2,Gene Expression,0.11282004358777561,0.0,0.0,2565,1.2399908851900163,1008
ENSG00000119041,GTF3C3,Gene Expression,0.1127982741241881,0.0,0.0,2857,1.4738854710518277,1048
ENSG00000116786,PLEKHM2,Gene Expression,0.1127959763374536,0.0,0.0,5707,4.305901529775912,1414
ENSG00000011405,PIK3C2A,Gene Expression,0.11279534161653838,0.0,0.0,2150,1.0018655387587225,914
ENSG00000122547,EEPD1,Gene Expression,0.11279213868498708,0.0,0.0,1331,1.0015012808695118,836
ENSG00000130254,SAFB2,Gene Expression,0.112776569316013,0.0,0.0,6645,3.820304665310175,1330
ENSG00000100442,FKBP3,Gene Expression,0.11276701910320955,0.0,0.0,1173,0.5238454392996629,694
ENSG00000167635,ZNF146,Gene Expression,0.11259694276073329,0.0,0.0,2811,1.4227187657636284,1059
ENSG00000205085,FAM71F2,Gene Expression,0.11259119018727914,0.0,0.0,1626,0.7903076947033375,846
ENSG00000135838,NPL,Gene Expression,0.1125816670770918,0.0,0.0,1755,1.3909509713788544,934
ENSG00000149761,NUDT22,Gene Expression,0.11257107838308705,0.0,0.0,5423,3.0042920365397574,1302
ENSG00000196628,TCF4,Gene Expression,0.11254298250326583,0.0,0.0,1328,1.4109981951442374,777
ENSG00000160753,RUSC1,Gene Expression,0.11253950346576963,0.0,0.0,3365,1.7785460927704628,1136
ENSG00000107854,TNKS2,Gene Expression,0.11250109580839245,0.0,0.0,2805,1.404711438305327,1025
ENSG00000115944,COX7A2L,Gene Expression,0.11248162337278393,0.0,0.0,2762,1.442898954466878,1064
ENSG00000120686,UFM1,Gene Expression,0.11246219031898404,0.0,0.0,1293,0.6181981338301591,749
ENSG00000205544,TMEM256,Gene Expression,0.11245989417151897,0.0,0.0,1235,0.5594960057417162,702
ENSG00000114107,CEP70,Gene Expression,0.1124091179626604,0.0,0.0,1235,0.5674586415387614,693
ENSG00000108010,GLRX3,Gene Expression,0.11240260840421172,0.0,0.0,2501,1.2330245814846075,991
ENSG00000166166,TRMT61A,Gene Expression,0.11239222457547725,0.0,0.0,2195,1.0779404350424797,984
ENSG00000104133,SPG11,Gene Expression,0.11233146365848587,0.0,0.0,5676,3.0181134493791317,1285
ENSG00000119314,PTBP3,Gene Expression,0.11228287445763925,0.0,0.0,3226,1.6917817478221617,1106
ENSG00000196998,WDR45,Gene Expression,0.11222277446869759,0.0,0.0,3154,1.6106715345216822,1098
ENSG00000025293,PHF20,Gene Expression,0.11222034501972317,0.0,0.0,2522,1.2703823036307234,1052
ENSG00000136807,CDK9,Gene Expression,0.11221526857981859,0.0,0.0,6023,3.4165570219736128,1327
ENSG00000205250,E2F4,Gene Expression,0.11217828137860286,0.0,0.0,8907,4.963018535525168,1394
ENSG00000010322,NISCH,Gene Expression,0.11216706973416023,0.0,0.0,7820,4.42287074203725,1384
ENSG00000114942,EEF1B2,Gene Expression,0.11213465760795133,0.0,0.0,6462,3.5325123499280036,1294
ENSG00000136709,WDR33,Gene Expression,0.11213114655228226,0.0,0.0,4522,2.548551388073788,1241
ENSG00000171862,PTEN,Gene Expression,0.11211609763955772,0.0,0.0,838,0.3717624759366449,559
ENSG00000011304,PTBP1,Gene Expression,0.11209261464707983,0.0,0.0,6344,3.5918185753192353,1331
ENSG00000164916,FOXK1,Gene Expression,0.11208271127859744,0.0,0.0,6202,3.6290739611054996,1355
ENSG00000089101,CFAP61,Gene Expression,0.11208173270266177,0.0,0.0,804,0.36912192850464937,530
ENSG00000263639,MSMB,Gene Expression,0.11207874350511852,0.0,0.0,939,0.4169882623506999,568
ENSG00000078699,CBFA2T2,Gene Expression,0.11206896916049383,0.0,0.0,5571,3.1960101837205266,1279
ENSG00000166908,PIP4K2C,Gene Expression,0.11205223942699993,0.0,0.0,3664,1.9727017697680287,1162
ENSG00000138593,SECISBP2L,Gene Expression,0.11196305621673408,0.0,0.0,2892,1.4258930653770459,1053
ENSG00000114767,RRP9,Gene Expression,0.11194355624257685,0.0,0.0,2803,1.4383609492896359,1045
ENSG00000055070,SZRD1,Gene Expression,0.11193818080122084,0.0,0.0,6385,3.5412631219073565,1339
ENSG00000150636,CCDC102B,Gene Expression,0.1119322428475873,0.0,0.0,1303,1.2113666541723689,733
ENSG00000100151,PICK1,Gene Expression,0.11188543629168828,0.0,0.0,2481,1.2478615839286689,984
ENSG00000181274,FRAT2,Gene Expression,0.11183656231848262,0.0,0.0,3418,1.7733478541115173,1127
ENSG00000138663,COPS4,Gene Expression,0.1118222654149306,0.0,0.0,1109,0.5119214106239239,666
ENSG00000153147,SMARCA5,Gene Expression,0.11177693239044528,0.0,0.0,3219,1.713354289387606,1133
ENSG00000148399,DPH7,Gene Expression,0.11169963957432344,0.0,0.0,4518,2.4484230019240205,1228
ENSG00000204843,DCTN1,Gene Expression,0.11160379461120591,0.0,0.0,10118,5.826860498028772,1436
ENSG00000113649,TCERG1,Gene Expression,0.11160239966649602,0.0,0.0,6461,3.754211024308423,1328
ENSG00000100348,TXN2,Gene Expression,0.11157518049018765,0.0,0.0,3550,1.8629903534377668,1147
ENSG00000131171,SH3BGRL,Gene Expression,0.11156607448807555,0.0,0.0,4822,2.8159402897806896,1261
ENSG00000178149,DALRD3,Gene Expression,0.11151036529378495,0.0,0.0,1718,0.865522141373645,860
ENSG00000015676,NUDCD3,Gene Expression,0.11147372866760084,0.0,0.0,5303,2.786274516722062,1238
ENSG00000168806,LCMT2,Gene Expression,0.11146744766817838,0.0,0.0,1555,0.7429021061341169,806
ENSG00000162729,IGSF8,Gene Expression,0.11145914898998961,0.0,0.0,3983,2.073755340307011,1177
ENSG00000185163,DDX51,Gene Expression,0.11145108857642282,0.0,0.0,2911,1.6082662081848098,1077
ENSG00000151498,ACAD8,Gene Expression,0.11139839862180098,0.0,0.0,3132,1.7023522707151004,1092
ENSG00000173915,ATP5MD,Gene Expression,0.11138320812841548,0.0,0.0,597,0.24314344722879705,410
ENSG00000104218,CSPP1,Gene Expression,0.11137693427768902,0.0,0.0,1279,0.5926358826740653,716
ENSG00000166289,PLEKHF1,Gene Expression,0.11136739841824561,0.0,0.0,2578,1.4924156410126657,1042
ENSG00000198937,CCDC167,Gene Expression,0.11133243950894745,0.0,0.0,2130,1.1254398530833982,958
ENSG00000169957,ZNF768,Gene Expression,0.1113088868165579,0.0,0.0,4045,2.2284855653138598,1188
ENSG00000187800,PEAR1,Gene Expression,0.111297664216894,0.0,0.0,752,1.0056656968949178,528
ENSG00000051180,RAD51,Gene Expression,0.1112730542123874,0.0,0.0,675,0.2990230717963127,452
ENSG00000099377,HSD3B7,Gene Expression,0.1112649474018312,0.0,0.0,2620,1.4165056116124606,1040
ENSG00000138378,STAT4,Gene Expression,0.11125574375617749,0.0,0.0,298,0.4565362534911486,229
ENSG00000155561,NUP205,Gene Expression,0.11120917726472368,0.0,0.0,2555,1.3386417952648748,1033
ENSG00000229474,PATL2,Gene Expression,0.11119218708169623,0.0,0.0,586,0.5907799314124135,418
ENSG00000231925,TAPBP,Gene Expression,0.11118489452591454,0.0,0.0,12396,8.239777159938793,1514
ENSG00000144566,RAB5A,Gene Expression,0.11117539483724095,0.0,0.0,2064,0.9941571978722152,927
ENSG00000116141,MARK1,Gene Expression,0.11110653836290672,0.0,0.0,1170,0.589095583401025,684
ENSG00000144744,UBA3,Gene Expression,0.11109968087125378,0.0,0.0,2425,1.1983097874473285,989
ENSG00000153531,ADPRHL1,Gene Expression,0.11108579903537169,0.0,0.0,1295,0.6119823749459196,737
ENSG00000126746,ZNF384,Gene Expression,0.11101334487034412,0.0,0.0,6767,3.7928973688390446,1357
ENSG00000092470,WDR76,Gene Expression,0.11100356702970278,0.0,0.0,1052,0.47170312921009133,582
ENSG00000130734,ATG4D,Gene Expression,0.11100252273087476,0.0,0.0,3371,1.774141734141236,1126
ENSG00000148218,ALAD,Gene Expression,0.11099547240138934,0.0,0.0,4689,2.637027114224543,1275
ENSG00000155097,ATP6V1C1,Gene Expression,0.11092471705502607,0.0,0.0,1365,0.6163459938159683,711
ENSG00000156398,SFXN2,Gene Expression,0.11086931944898618,0.0,0.0,2043,0.980132286071074,888
ENSG00000157954,WIPI2,Gene Expression,0.11084696810328944,0.0,0.0,5455,3.1180517330099478,1304
ENSG00000090061,CCNK,Gene Expression,0.11083759171222375,0.0,0.0,2996,1.555992681249581,1089
ENSG00000132591,ERAL1,Gene Expression,0.11080969628274732,0.0,0.0,2388,1.2728681123907308,994
ENSG00000134817,APLNR,Gene Expression,0.11079945156861776,0.0,0.0,1661,1.5297153025704293,760
ENSG00000179348,GATA2,Gene Expression,0.11079315051314577,0.0,0.0,2965,1.667719182923108,1082
ENSG00000198270,TMEM116,Gene Expression,0.11074726140154362,0.0,0.0,1059,0.47578922606122204,647
ENSG00000105325,FZR1,Gene Expression,0.11070294647505345,0.0,0.0,11108,6.16474968024595,1435
ENSG00000136146,MED4,Gene Expression,0.11069724347948548,0.0,0.0,2485,1.247633131463146,1032
ENSG00000183955,KMT5A,Gene Expression,0.11067007325172629,0.0,0.0,2044,0.9867988057532074,925
ENSG00000166444,ST5,Gene Expression,0.11066512615078652,0.0,0.0,3219,2.6277815167353507,1188
ENSG00000198718,TOGARAM1,Gene Expression,0.11064717062036489,0.0,0.0,2428,1.1885917642004946,993
ENSG00000104979,C19orf53,Gene Expression,0.11059445288739855,0.0,0.0,4731,2.64584641202533,1244
ENSG00000180979,LRRC57,Gene Expression,0.110574758694562,0.0,0.0,2133,1.089725116199746,958
ENSG00000054654,SYNE2,Gene Expression,0.11057238671291161,0.0,0.0,9417,5.905646660280923,1448
ENSG00000092841,MYL6,Gene Expression,0.1105712235047182,0.0,0.0,10487,6.1125642807379625,1441
ENSG00000167971,CASKIN1,Gene Expression,0.11053973556937821,0.0,0.0,623,0.2635919956648037,442
ENSG00000160654,CD3G,Gene Expression,0.11049121737284635,0.0,0.0,151,0.20143532545072637,123
ENSG00000088367,EPB41L1,Gene Expression,0.11043756048351103,0.0,0.0,2678,1.576147356114225,1069
ENSG00000184205,TSPYL2,Gene Expression,0.1104261466418244,0.0,0.0,8538,4.671550153855012,1351
ENSG00000159387,IRX6,Gene Expression,0.11039060331537624,0.0,0.0,8,0.006833835652037459,8
ENSG00000047849,MAP4,Gene Expression,0.11038194660890592,0.0,0.0,9491,5.964404404753004,1442
ENSG00000134243,SORT1,Gene Expression,0.11037424150134573,0.0,0.0,2515,1.2721795140270846,967
ENSG00000184060,ADAP2,Gene Expression,0.11035151166281125,0.0,0.0,1073,1.0793497389214635,691
ENSG00000101493,ZNF516,Gene Expression,0.11030326420955491,0.0,0.0,3045,1.8737660049588887,1088
ENSG00000165802,NSMF,Gene Expression,0.11029765325368054,0.0,0.0,4100,2.1908662148049243,1182
ENSG00000005448,WDR54,Gene Expression,0.11027589633295154,0.0,0.0,1133,0.5619737687564081,650
ENSG00000114850,SSR3,Gene Expression,0.11026329775246341,0.0,0.0,2074,0.9897608928717994,896
ENSG00000033050,ABCF2,Gene Expression,0.11025735164244797,0.0,0.0,1534,0.7210157204617491,792
ENSG00000120725,SIL1,Gene Expression,0.11024958918349302,0.0,0.0,4543,2.414578056300319,1216
ENSG00000188282,RUFY4,Gene Expression,0.110207261034191,0.0,0.0,192,0.33727876637377363,147
ENSG00000178372,CALML5,Gene Expression,0.11019297500467798,0.0,0.0,18,0.011739111548222256,13
ENSG00000115641,FHL2,Gene Expression,0.11018703372556055,0.0,0.0,655,0.9019777549192243,469
ENSG00000136689,IL1RN,Gene Expression,0.11016380480758357,0.0,0.0,198,0.16197776523616597,137
ENSG00000173599,PC,Gene Expression,0.11015752199506998,0.0,0.0,1770,0.8484258324280091,866
ENSG00000119650,IFT43,Gene Expression,0.11009663734084384,0.0,0.0,2270,1.1310036329100546,964
ENSG00000144161,ZC3H8,Gene Expression,0.11006328602020485,0.0,0.0,1395,0.6152808921157523,742
ENSG00000080845,DLGAP4,Gene Expression,0.11004581382123804,0.0,0.0,9723,5.689156433282411,1426
ENSG00000115661,STK16,Gene Expression,0.10997161946538737,0.0,0.0,2533,1.3045996319766924,1014
ENSG00000169583,CLIC3,Gene Expression,0.10993439283815062,0.0,0.0,387,0.6843888378555558,312
ENSG00000070159,PTPN3,Gene Expression,0.10991423700530152,0.0,0.0,567,0.25565191599948534,395
ENSG00000243708,PLA2G4B,Gene Expression,0.10990946797320338,0.0,0.0,6138,3.4973307739944257,1317
ENSG00000003756,RBM5,Gene Expression,0.10989186970848415,0.0,0.0,2895,1.5748337704613482,1089
ENSG00000091140,DLD,Gene Expression,0.10987647370047664,0.0,0.0,3158,1.683300237249075,1107
ENSG00000123095,BHLHE41,Gene Expression,0.1098313620872676,0.0,0.0,550,0.5851898751455896,406
ENSG00000143515,ATP8B2,Gene Expression,0.10978486575991417,0.0,0.0,643,0.9353069181223329,478
ENSG00000119689,DLST,Gene Expression,0.10977497170904801,0.0,0.0,2477,1.2526142274706555,1010
ENSG00000164220,F2RL2,Gene Expression,0.10977461256356028,0.0,0.0,556,0.40235546611536016,386
ENSG00000100612,DHRS7,Gene Expression,0.1097645713015062,0.0,0.0,3499,1.8206781992521008,1127
ENSG00000087302,RTRAF,Gene Expression,0.10975809702709942,0.0,0.0,795,0.33462145758847545,524
ENSG00000065882,TBC1D1,Gene Expression,0.10970875517174568,0.0,0.0,766,0.8741653656556568,520
ENSG00000107938,EDRF1,Gene Expression,0.10969962633534897,0.0,0.0,2417,1.2413014291458586,994
ENSG00000213079,SCAF8,Gene Expression,0.1096543110348545,0.0,0.0,2157,1.0547618877257003,943
ENSG00000142149,HUNK,Gene Expression,0.10964586915663307,0.0,0.0,691,0.30147119427394786,472
ENSG00000176087,SLC35A4,Gene Expression,0.10958526627807753,0.0,0.0,3316,1.763686448224942,1154
ENSG00000165801,ARHGEF40,Gene Expression,0.10955004878440841,0.0,0.0,1097,1.2098252914939915,702
ENSG00000013441,CLK1,Gene Expression,0.10950422966739594,0.0,0.0,2752,1.531010373422898,1080
ENSG00000183161,FANCF,Gene Expression,0.10945668048571305,0.0,0.0,2724,1.4027552104770902,1044
ENSG00000173531,MST1,Gene Expression,0.10934933847855792,0.0,0.0,2430,1.2782634175965146,994
ENSG00000108852,MPP2,Gene Expression,0.10934715394431012,0.0,0.0,959,0.426901328217558,592
ENSG00000171227,TMEM37,Gene Expression,0.10934429004800784,0.0,0.0,594,0.7199605427356202,439
ENSG00000116984,MTR,Gene Expression,0.10932005379921096,0.0,0.0,2338,1.2076798393323376,1009
ENSG00000139154,AEBP2,Gene Expression,0.10931554210908818,0.0,0.0,4370,2.3429821934814576,1212
ENSG00000102096,PIM2,Gene Expression,0.10924440986481193,0.0,0.0,1199,0.950899832927028,742
ENSG00000180398,MCFD2,Gene Expression,0.10922117122180372,0.0,0.0,2275,1.1059364655679556,968
ENSG00000058063,ATP11B,Gene Expression,0.1091935534603269,0.0,0.0,4453,2.4674467378463913,1221
ENSG00000044090,CUL7,Gene Expression,0.10917354848004211,0.0,0.0,3371,1.811667890907039,1153
ENSG00000111605,CPSF6,Gene Expression,0.10917152624711139,0.0,0.0,4701,2.6239840443336577,1219
ENSG00000158792,SPATA2L,Gene Expression,0.10916189531283291,0.0,0.0,1493,0.789894623285934,824
ENSG00000102384,CENPI,Gene Expression,0.10915278825905796,0.0,0.0,484,0.18415239469907446,373
ENSG00000178538,CA8,Gene Expression,0.1090978926927598,0.0,0.0,108,0.0451560998964775,88
ENSG00000073861,TBX21,Gene Expression,0.10908921169346911,0.0,0.0,152,0.21274643252187703,116
ENSG00000117139,KDM5B,Gene Expression,0.10907338053264339,0.0,0.0,3068,1.6466387997804226,1119
ENSG00000160305,DIP2A,Gene Expression,0.10902733868357349,0.0,0.0,7147,4.142861422619214,1380
ENSG00000167962,ZNF598,Gene Expression,0.10902364678217137,0.0,0.0,3550,1.9097082264186318,1152
ENSG00000172936,MYD88,Gene Expression,0.10901429077065966,0.0,0.0,4938,3.4963371513602737,1338
ENSG00000044574,HSPA5,Gene Expression,0.10898668179273822,0.0,0.0,1606,0.7674125820022621,799
ENSG00000205629,LCMT1,Gene Expression,0.10896933011159982,0.0,0.0,2178,1.0887436565261492,971
ENSG00000129562,DAD1,Gene Expression,0.10895722305414376,0.0,0.0,3093,1.5956118968656814,1087
ENSG00000162298,SYVN1,Gene Expression,0.10887975175168013,0.0,0.0,7181,3.975473458074852,1340
ENSG00000171860,C3AR1,Gene Expression,0.108871334788178,0.0,0.0,518,0.6228601760927244,392
ENSG00000164032,H2AFZ,Gene Expression,0.10886734134855194,0.0,0.0,1171,0.5398261932762208,652
ENSG00000130725,UBE2M,Gene Expression,0.10886211482664244,0.0,0.0,2487,1.4057591803749132,1051
ENSG00000006432,MAP3K9,Gene Expression,0.10881094899641372,0.0,0.0,1536,0.7520023134546954,820
ENSG00000108055,SMC3,Gene Expression,0.10876716486767347,0.0,0.0,1206,0.5310016452901222,676
ENSG00000197043,ANXA6,Gene Expression,0.10875307273232386,0.0,0.0,5878,3.881549279099247,1358
ENSG00000103479,RBL2,Gene Expression,0.10872512354554213,0.0,0.0,7726,4.320297005764829,1361
ENSG00000127616,SMARCA4,Gene Expression,0.10869845356627984,0.0,0.0,7853,4.328943942627599,1385
ENSG00000198752,CDC42BPB,Gene Expression,0.10869469275148083,0.0,0.0,8462,4.933090877025411,1402
ENSG00000119787,ATL2,Gene Expression,0.1085987086518829,0.0,0.0,1412,0.6673546149220783,779
ENSG00000140350,ANP32A,Gene Expression,0.10855725904048218,0.0,0.0,2395,1.3913683109469959,1033
ENSG00000204560,DHX16,Gene Expression,0.10854475646534066,0.0,0.0,2831,1.4466073342634087,1078
ENSG00000011143,MKS1,Gene Expression,0.10852954691927746,0.0,0.0,2263,1.1416586089715788,962
ENSG00000101558,VAPA,Gene Expression,0.1085029203007335,0.0,0.0,5548,3.1270853513251873,1299
ENSG00000105369,CD79A,Gene Expression,0.10848832674260438,0.0,0.0,194,0.24962904349565807,155
ENSG00000167792,NDUFV1,Gene Expression,0.10846510570823016,0.0,0.0,12025,6.902639292994313,1462
ENSG00000109534,GAR1,Gene Expression,0.10845107308971684,0.0,0.0,2464,1.209305708735263,1016
ENSG00000183978,COA3,Gene Expression,0.10843206126389325,0.0,0.0,2659,1.3563938149891566,1045
ENSG00000189050,RNFT1,Gene Expression,0.10841837711724969,0.0,0.0,3353,1.7708413242279923,1097
ENSG00000104856,RELB,Gene Expression,0.10839330913312185,0.0,0.0,1784,1.2888892582247435,909
ENSG00000141526,SLC16A3,Gene Expression,0.10838164108247457,0.0,0.0,2880,1.8684481814344491,1122
ENSG00000117597,UTP25,Gene Expression,0.10836641905737927,0.0,0.0,2764,1.4054482304121327,1052
ENSG00000138078,PREPL,Gene Expression,0.1083643664557395,0.0,0.0,2129,0.9923674477540411,935
ENSG00000149600,COMMD7,Gene Expression,0.10835835577192551,0.0,0.0,3433,1.7349091236231944,1094
ENSG00000132434,LANCL2,Gene Expression,0.10828479901404732,0.0,0.0,1785,0.8620806357565199,875
ENSG00000169495,HTRA4,Gene Expression,0.10828334108626954,0.0,0.0,241,0.2954845483042284,185
ENSG00000047578,KIAA0556,Gene Expression,0.10826408437353834,0.0,0.0,3506,1.7966096712006054,1129
ENSG00000116521,SCAMP3,Gene Expression,0.10819126662614466,0.0,0.0,2453,1.229548657972109,991
ENSG00000165671,NSD1,Gene Expression,0.108127359090946,0.0,0.0,3013,1.6092118460019158,1103
ENSG00000232112,TMA7,Gene Expression,0.1080832040948845,0.0,0.0,1003,0.44484180677744767,606
ENSG00000144567,RETREG2,Gene Expression,0.10807093898661532,0.0,0.0,3437,1.8294360007523616,1148
ENSG00000162704,ARPC5,Gene Expression,0.10798682821881492,0.0,0.0,3055,1.7713272845088135,1134
ENSG00000126698,DNAJC8,Gene Expression,0.10798361359940582,0.0,0.0,2173,1.1284316490476323,966
ENSG00000185236,RAB11B,Gene Expression,0.10794858600149247,0.0,0.0,12313,7.265655967620541,1483
ENSG00000155744,FAM126B,Gene Expression,0.10793939222878209,0.0,0.0,1678,0.8052830508012386,842
ENSG00000139793,MBNL2,Gene Expression,0.10790399165933437,0.0,0.0,4215,2.3220121527976336,1230
ENSG00000150760,DOCK1,Gene Expression,0.10790150616865885,0.0,0.0,3556,1.9625413669134475,1140
ENSG00000066654,THUMPD1,Gene Expression,0.10789166436461173,0.0,0.0,2480,1.2693866608662798,996
ENSG00000165752,STK32C,Gene Expression,0.10786280764229268,0.0,0.0,2547,1.3071603813039105,1016
ENSG00000136152,COG3,Gene Expression,0.1078250260668834,0.0,0.0,2449,1.2854603869214196,1015
ENSG00000180549,FUT7,Gene Expression,0.10780409392096683,0.0,0.0,131,0.22215217285600655,104
ENSG00000167461,RAB8A,Gene Expression,0.10775347537439019,0.0,0.0,3961,2.310526522575739,1228
ENSG00000111906,HDDC2,Gene Expression,0.10773344739804341,0.0,0.0,2466,1.285103345540902,1031
ENSG00000184967,NOC4L,Gene Expression,0.10771549191337815,0.0,0.0,3291,1.7193348954710737,1116
ENSG00000124357,NAGK,Gene Expression,0.10770468797985755,0.0,0.0,5624,4.205840251682738,1397
ENSG00000107719,PALD1,Gene Expression,0.10768911023803923,0.0,0.0,1077,1.4568871315521243,690
ENSG00000196290,NIF3L1,Gene Expression,0.1076867923686831,0.0,0.0,1395,0.6846309969649245,767
ENSG00000143819,EPHX1,Gene Expression,0.10768634797339345,0.0,0.0,8868,5.050206197252008,1412
