"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SPHK2",512.931794448817,-0.171364006183614,0.245365381631582,-0.698403356839142,0.484924977657683,0.999690621664146
"SLC4A5",150.825276809723,-0.532508846945825,0.253698605472312,-2.09898216016777,0.0358184733807897,0.532392763432646
"PRTN3",0.716017736525874,0.575889096489184,1.40258337361299,0.410591703369278,0.681371948324947,NA
"DKFZP434E1119",23.1101680175628,0.34283874539084,0.54046331002051,0.634342311558263,0.525857449021853,0.999690621664146
"TSPAN31",1307.08613325798,-0.250728529893616,0.134439168795159,-1.86499613275387,0.0621819462800719,0.66378502681252
"ERGIC3",2586.87911427518,-0.0734840826150638,0.168880845014505,-0.435123844914161,0.663472536305538,0.999690621664146
"RPL10",7872.53078874978,-0.149754691607858,0.200092472761009,-0.74842741229314,0.454202393172329,0.999690621664146
"SNTG1",0.0576040517401793,-0.247623672182075,3.30920503854024,-0.0748287486868167,0.940350967790719,NA
"MLXIP",1650.01153487317,0.056359850869693,0.156642014777249,0.35980034443402,0.718996445596021,0.999690621664146
"TPH1",8.82105409717967,-0.60467052035355,0.313810736926,-1.92686370860579,0.0539966173144975,0.628560559895072
"PITHD1",699.298276811404,0.117867134830745,0.142600479956508,0.826554965780574,0.408489351506026,0.998325140767596
"UNC13A",303.740794858431,-0.305624826752043,0.770900116638582,-0.396451914010188,0.691771674867044,0.999690621664146
"FREM3",0.564340097576415,1.70033909949411,1.82536540387179,0.931506149885119,0.351591804877259,NA
"TUBB1",21.0492653113328,-0.138016325933984,0.284451299651742,-0.485201952330536,0.627533097305291,0.999690621664146
"CXorf57",17.0438298890324,0.304243451381216,0.676440723480055,0.449771045445029,0.652875537659681,0.999690621664146
"TSPAN4",594.034619680242,-0.0295351935379872,0.302002485744818,-0.0977978491307633,0.922092815342618,0.999690621664146
"KLHL2",241.205333625043,0.247210311934265,0.257468739336122,0.960156609970173,0.336976400833314,0.977629781968375
"ANKLE2",1265.59093221868,0.232103516611046,0.10345982294481,2.24341691300651,0.0248699422538941,0.462949594988659
"PAGE1",0.707115854353931,1.00683776826189,3.20953527868423,0.313702041210979,0.753747350317085,NA
"C1QTNF4",1.50003312942317,-1.42646121610694,0.745130409508778,-1.91437793694037,0.0555718825619845,0.635296940329424
"FAR1",1637.95477480546,-0.291786194176886,0.170484769862884,-1.71150886036073,0.0869872169531471,0.746915366535259
"RASD2",17.3843114246435,1.6462823194363,0.93605968332811,1.75873648738191,0.0786222769016538,0.718141164595126
"PRB4",0.0756764059013066,0.262860546729768,3.30920503854024,0.0794331398835658,0.936688110094348,NA
"CIAPIN1",921.554093736852,-0.102812991504518,0.110164223764773,-0.933270239565689,0.350680456868091,0.983021861511095
"KIF17",32.9606560338744,0.778691645029437,0.471329999257889,1.65211560107672,0.0985109871704055,0.77250178542785
"BCKDK",623.487837406141,-0.0488861668510637,0.122776823362807,-0.398170969993291,0.690504163219521,0.999690621664146
