"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TGM4",2.47613471789666,2.10482739447672,1.34687620040366,1.5627474847695,0.118112000692824,0.812443609324095
"C1orf112",299.945446073867,0.354745481441836,0.104260476863275,3.40249241241283,0.000667742093566269,0.0728370390204916
"FMO3",0.140379087354799,0.484811199330698,3.30920503854024,0.146503826050186,0.883523669757262,NA
"LYPD3",87.7618051659144,1.82543485924274,0.793989371814014,2.2990671211029,0.0215011281672402,0.443959505958364
"HIPK3",869.859741878233,-0.0815973293657104,0.174965464677469,-0.466362487683652,0.640956057647631,0.999690621664146
"ATF2",532.080883652311,-0.108985556933079,0.114989673361794,-0.947785603235655,0.343238611133941,0.98021292301194
"ZCRB1",451.837403760217,-0.123638214032283,0.136891744349553,-0.903182398761553,0.366429097831991,0.98731111901133
"PIM3",579.149547787509,0.0442268268529675,0.203062762187665,0.217798804549375,0.827585876038367,0.999690621664146
"TYW3",413.394796579109,-0.191632337052175,0.18797344092151,-1.01946496330932,0.307982278575731,0.971845126848414
"DOK7",138.092880710942,0.743151610493585,0.693430861424174,1.07170253277637,0.28385366285312,0.961709366886229
"UBE3A",1118.0108673892,-0.102837282171183,0.215346965411579,-0.477542286117834,0.632976016959676,0.999690621664146
"AARD",21.3060478964756,0.0198311319496567,1.05246820559418,0.0188424997964293,0.984966749897776,0.999690621664146
"SFMBT1",473.201774957888,0.14094963471517,0.190270222542035,0.740786618274078,0.458822830160787,0.999690621664146
"SLC34A3",26.8876098731904,0.674030101960476,0.544632911307695,1.23758606570817,0.215869583781786,0.92337100710672
"COQ6",268.514207016827,-0.117452251442977,0.181666294726899,-0.646527478416091,0.517937807427468,0.999690621664146
"GOLIM4",1690.13268505586,-0.120958012320377,0.432197398092709,-0.279867516218668,0.779579149997637,0.999690621664146
"SLC2A4RG",1451.34976255318,0.110184225836491,0.266344280216008,0.413690978259905,0.679100435049425,0.999690621664146
"LMBR1L",217.717430743285,0.0891030483707136,0.291701799477131,0.305459371626877,0.760016308933618,0.999690621664146
"AP000695.1",0.508787750033132,0.32856055811072,1.32201375655886,0.248530362472133,0.803724080985842,NA
"QTRTD1",772.428949147162,-0.0511557876269376,0.202833987503241,-0.252205206122669,0.800882454217544,0.999690621664146
"SUMF2",2043.46508772579,-0.324717326144001,0.213783954061066,-1.51890410844982,0.128786634736486,0.831216779923024
"SMIM10",25.179474207112,-0.321935117341695,0.934348299314915,-0.344555791001863,0.730428346322682,0.999690621664146
"CADM4",449.365318441724,0.432988013311919,0.42991784751979,1.00714128480555,0.313866884051973,0.971845126848414
"TSPYL1",1896.86264339421,-0.265962125798845,0.203283638960031,-1.30833020876381,0.190761333152498,0.898182654928978
"TTC23L",7.84999078224845,0.128129811505017,0.473536117486114,0.270580863367354,0.786713415771974,0.999690621664146
"THAP3",758.668320949489,-0.0952922382394268,0.199074145224253,-0.478677118678984,0.632168346153008,0.999690621664146
"PRMT10",116.29562403627,-0.0398635801775929,0.153928277281516,-0.258975029680136,0.795654506828081,0.999690621664146
"GAMT",236.050198157385,0.0572728795414515,0.526035137609654,0.108876528289924,0.913300423665296,0.999690621664146
"PKM",36643.5835831979,-0.163503101803645,0.164863293291842,-0.991749579539279,0.321319698919861,0.972954347138986
"HCG27",7.0824907369535,-0.196975266167355,0.384495049465152,-0.512295974789156,0.608443881942868,0.999690621664146
"ARHGEF11",689.927427264546,0.0629685413373358,0.181386875390046,0.347150482646173,0.728478269268094,0.999690621664146
"LRRC37A",36.0828700755443,0.0024536117916645,0.289399213753435,0.00847829460157053,0.993235380677373,0.999690621664146
"MRPS7",1039.34191598608,-0.00721417437242635,0.196819398810771,-0.0366537770972582,0.970761064387492,0.999690621664146
"PGLYRP2",0.207357702188376,0.817737178232093,3.30920503854024,0.247109855300116,0.804823206785762,NA
"VCX3A",1.48082715367032,2.49064493998107,1.44217230099072,1.72700927501526,0.084165997754452,0.735506550971086
"MBD6",666.687931334665,-0.0660325603829285,0.103934605067464,-0.63532795780642,0.52521454315635,0.999690621664146
"C2orf61",0.693204623122807,-1.67676527980797,0.947339933809743,-1.76997212929136,0.0767317837205034,NA
"HIST1H2BN",27.0701618002516,-0.381253819495335,0.529268238983678,-0.720341391025908,0.471314826078356,0.999690621664146
"DHX32",512.603948468076,-0.0495023133514925,0.180275561984648,-0.274592478351048,0.783629345691331,0.999690621664146
"KRT34",0.182685013008646,-0.491762465646466,2.68498529546462,-0.183152759338062,0.854678159875886,NA
"TMEM132C",1.68948387821812,0.939380023314603,2.07017817995782,0.453767715460001,0.649996022740207,0.999690621664146
"WDR83",606.652912961604,0.12086230476656,0.168294737583673,0.718158550302086,0.472659532081615,0.999690621664146
"HBD",0.0644349335514629,0.151885220429302,3.30920503854024,0.0458977968002558,0.96339171022707,NA
"RPF2",502.897314801519,0.121340774344164,0.208014614318168,0.583328122122071,0.55967243462948,0.999690621664146
"KCNB2",2.31511276908809,-0.42621350617784,1.2083686234302,-0.35271811756246,0.724299775414896,0.999690621664146
"C16orf3",8.6379891200413,0.0944648337468555,0.321304954912028,0.294003663195047,0.76875510419356,0.999690621664146
"GYPE",0.261874142107246,1.02629009047844,1.88342243612521,0.54490701119067,0.585817473950237,NA
"GNB2",2120.30442855588,0.208209233990742,0.142310756806897,1.46306040852037,0.143450850052791,0.851050190343143
"CLPTM1",2398.22083838274,-0.0976460778067587,0.305577691151382,-0.3195458328088,0.749312642019797,0.999690621664146
"TMEM167A",1648.99228363586,-0.11125128560915,0.0810676822006234,-1.37232596996951,0.169961984544826,0.886413455533059
"ACOX1",718.098235824456,-0.2104355942526,0.205116354775244,-1.02593279060163,0.304923265100079,0.970582681240888
"SSTR5",9.88003561459834,-0.0155841836178062,1.30154960022451,-0.0119735610653009,0.990446708758499,0.999690621664146
"LPGAT1",675.344507121858,0.0348762907125952,0.229918074266914,0.151690078406393,0.879431382898565,0.999690621664146
"WDR72",107.734297966785,-0.460004191232952,0.604785668233215,-0.760606964409029,0.446891858739116,0.999690621664146
"SLC45A1",14.7176989794723,0.89674264840938,0.735699930894803,1.21889728509109,0.222883180256101,0.926348824671238
"PCDP1",48.0681406259747,0.0785319752719853,0.767954610344422,0.102261219887415,0.91854933593721,0.999690621664146
"ADCY6",1432.08271784095,-0.257265213099903,0.222846777081467,-1.15444888397849,0.248316183587879,0.937589649378495
"WWC2",818.552987882177,0.564756469770143,0.226859124655542,2.48945891256372,0.0127937705444951,0.35322741128911
"MOCOS",126.061656169905,0.24462469349263,0.588367583386332,0.415768476034488,0.677579428526702,0.999690621664146
"RASL10B",151.716044805643,-0.411410903543606,0.856438652646637,-0.480374049293817,0.630961443531702,0.999690621664146
"OLIG3",1.09974582466913,2.03710357561861,3.29344019745382,0.6185336467301,0.536223625520722,NA
"CBS",2541.10962971468,-0.111029293754936,0.219270786874913,-0.506356981417111,0.612606068210517,0.999690621664146
"FAM65C",35.0027215217994,0.869427399520584,0.693826594286601,1.25309033507794,0.210172832981899,0.918744325558237
"MAFG",590.051067230556,-0.0721607251615722,0.176643169243628,-0.408511268624531,0.682898359237953,0.999690621664146
"ZNF101",115.3595013571,0.0275683802761867,0.292650241305371,0.0942024860571359,0.924948309970359,0.999690621664146
"EIF3K",1241.63298531316,-0.0998028437813918,0.225783962241378,-0.44202804659215,0.658468910662595,0.999690621664146
"CTD-2600O9.1",2.28181525770329,0.573062296284435,0.768730145472283,0.745466142650571,0.455989971566164,0.999690621664146
"LAPTM4A",3309.77856668946,-0.185423014426101,0.283294391617153,-0.654524127243166,0.512774188079185,0.999690621664146
"AXDND1",4.14141888648238,-0.541298488699737,0.503324614532335,-1.07544609000036,0.282175056119342,0.961709366886229
"TPT1",10326.6222811026,-0.464141537260977,0.203477243411282,-2.2810488754402,0.0225455548809047,0.45001645291818
"PYGL",1529.26093622079,-0.134000777668974,0.352088220596595,-0.380588641795279,0.703508510671232,0.999690621664146
"C10orf35",143.293047145802,0.346641845730067,0.221262992389782,1.56665080764801,0.117196334987835,0.80833027390667
"FAM169B",2.1106693034384,-0.676046675363936,1.7388104592948,-0.388798371754744,0.697425305406148,0.999690621664146
"AZI1",545.557366455125,0.335652316464,0.186736006402956,1.79746971636364,0.0722610816058968,0.698380910370227
"HBE1",0.509122209424708,1.9147825533134,2.66926423899534,0.717344699464481,0.473161432655201,NA
"RP11-10A14.4",7.8715350028455,-0.0752856799015654,0.738565193449905,-0.101935049971552,0.918808228999176,0.999690621664146
"DCTN3",577.274105045043,0.0644060583775007,0.2263332271069,0.284562983529948,0.775978974045814,0.999690621664146
"TJAP1",483.523069829596,0.0577225464342489,0.141666238839079,0.407454499443702,0.68367420611847,0.999690621664146
"TONSL",1256.32096449699,0.341974691155248,0.304971215968548,1.12133432025439,0.262145581958791,0.949366225941357
"ZCCHC7",253.267158219303,-0.11395302507062,0.193108145999276,-0.590099524186036,0.555123927824329,0.999690621664146
"PTDSS1",2140.82866663109,-0.0392238693850679,0.279997332869629,-0.140086582193735,0.88859158191016,0.999690621664146
"CAPN3",18.4114108012812,-0.631366799968128,0.628308234509345,-1.00486793788589,0.314960444862491,0.971845126848414
"TAF1D",809.88308554675,-0.289499886240678,0.223808050041964,-1.29351864772691,0.195831738777923,0.901041838293157
"ARFGAP1",1539.22761546978,-0.0161725464919672,0.21454902619008,-0.075379258434103,0.9399129616232,0.999690621664146
"DNAJC25",113.357158240876,-0.0496569048580741,0.237422640836474,-0.209149829532372,0.834331276430979,0.999690621664146
"SEC61A1",5947.04556095761,-0.239991940741066,0.0997873190989133,-2.4050344563639,0.0161709410068183,0.385006426644204
"TACC3",1447.90457339196,0.651595371855664,0.232362379657894,2.80422060066266,0.00504383819108699,0.223252539601621
"PKP3",1167.42676428639,-0.214978134237232,0.640713531420812,-0.335529255579336,0.73722587968694,0.999690621664146
"GLYAT",0.144256608127628,-0.203231259591592,3.30920503854024,-0.061413921840649,0.951029565263091,NA
"PHB2",2544.72255010997,0.00340397558906558,0.14841562070997,0.0229354266941857,0.981701781406249,0.999690621664146
"DNAJC14",448.062058416896,-0.0730354245913737,0.0850464362977598,-0.85877113457954,0.39046679586945,0.992649447013974
"GRM6",0.1562464414562,-0.203224621271742,2.25042923024497,-0.0903048265373001,0.928044984802686,NA
"CYTH4",2.54460308994415,-0.168482340413666,1.228777349477,-0.137113807058192,0.890940839090805,0.999690621664146
"MASTL",460.403924643849,0.447431953682621,0.191173324861718,2.34045180731288,0.0192604239836266,0.419460485776304
"TSKU",399.471985373097,-0.194230659071415,0.168246412058041,-1.15444161153588,0.248319163604723,0.937589649378495
"KIF7",227.989851799859,0.450637985424361,0.46383853445934,0.971540637410892,0.331279127065253,0.976963250097636
"ZFP64",348.088478297713,0.133899628212047,0.149993633525521,0.892702077180261,0.372016737706889,0.988444714641557
"GAS7",112.921327895752,1.08456806422848,0.698305077052543,1.55314360423427,0.120388830890725,0.815295958310264
"ZNF26",124.18913142226,0.110638860158271,0.157421377049822,0.702819796343514,0.482168058600989,0.999690621664146
"NFYA",799.667446050632,0.205308435106545,0.159357465790354,1.28835153149739,0.197623622507979,0.903688157375957
"LEFTY2",2.4465658699267,0.513940150052686,1.80729035956804,0.284370548059318,0.776126426953598,0.999690621664146
"CLEC3B",0.74255601260188,-0.0359206151479032,1.31155246442958,-0.0273878599004621,0.978150381013983,NA
"NFATC3",708.420068197545,-0.00355063285953078,0.150167142857731,-0.0236445389581306,0.981136145118775,0.999690621664146
"PXDC1",113.769985358001,1.16399949850375,0.539623038470314,2.15706042092527,0.0310009569557209,0.506276308704249
"AP1M2",1091.19966654739,-0.143060834082942,0.526037360186197,-0.271959455564723,0.785653194476217,0.999690621664146
"SYT3",13.0535413682838,-0.247483954682244,1.06487363954194,-0.232406874855782,0.81622200973576,0.999690621664146
"GPR68",5.04065045180456,-1.10224391184678,0.667822486380462,-1.65050433959006,0.0988398264792075,0.77250178542785
"TRIM39",207.112698675703,0.297712210992286,0.312743743068459,0.951936585753268,0.34112914355118,0.979554169734867
"MTMR3",654.61646211766,0.0048724463214557,0.194589763724705,0.0250395818782584,0.980023391723364,0.999690621664146
"TUBA3C",0.267073957543947,0.12969595302632,3.17902860641754,0.0407973532432207,0.967457449409804,NA
"BARHL2",1.79680995354391,-0.0880302333245745,1.60900516663032,-0.05471096995228,0.956368729696126,0.999690621664146
"TSPAN12",736.960710230354,-0.125321223891262,0.516894824931751,-0.242450142362732,0.808431385081522,0.999690621664146
"COL4A5",527.861104316224,0.381838835227522,0.624209965471488,0.611715378396924,0.540726085411418,0.999690621664146
"TNRC6A",1035.39397145142,0.0429129732873759,0.119033827113058,0.360510741594632,0.718465225294181,0.999690621664146
"APMAP",2406.70623298371,-0.148761281034187,0.227628589299709,-0.653526349619989,0.513417007950058,0.999690621664146
"TTC1",824.526563767687,0.0368717780760034,0.138659475948315,0.265916035120076,0.790303875337408,0.999690621664146
"CNEP1R1",173.532421998768,-0.152867193772525,0.125806913153829,-1.21509374914563,0.22433033739637,0.926348824671238
"CHRDL1",13.6815246423839,-0.620740309733375,1.16997864388282,-0.530556957581137,0.595725829367613,0.999690621664146
"WDR16",15.3877467381782,1.40248029837248,0.738068986674185,1.90020218122455,0.0574065921561384,0.644135732575494
"SLC2A3",1292.01865167039,1.29268079799372,1.22212079181542,1.05773570554633,0.290175952108024,0.965428928445187
"TMEM155",0.310956411286758,0.877416979331774,1.94020272692421,0.452229536200446,0.651103632262456,NA
"ZNF280D",203.866814758985,-0.224460522718033,0.152831770555055,-1.46867710753357,0.141920389543412,0.848459769084575
"SPEM1",0.487048010143761,0.743017324213069,1.78859636880034,0.415419228828822,0.67783503256335,NA
"UGT1A10",0.0749002375054118,-0.536157238492987,3.30920503854024,-0.162019951090579,0.871290142748268,NA
"APOH",0.193501764209879,0.307264155145611,2.21088510488829,0.138977893725118,0.889467617756283,NA
"WTAP",898.372558445263,0.170296251235587,0.173796395952371,0.979860659954403,0.327154904242841,0.976103898802587
"FAM122C",114.488052737491,0.784916827987648,0.286328378098346,2.7413169215035,0.00611934522752337,0.254913386670985
"RBFA",254.72208255195,-0.0433411582942007,0.167284139542978,-0.259087074319234,0.79556805758477,0.999690621664146
"PDCD2L",46.0326239187013,-0.022766632298126,0.367927050111493,-0.0618781149448701,0.950659895837785,0.999690621664146
"RALB",1009.2243632726,-0.234462543515733,0.206122822017664,-1.13748948913401,0.255333716093553,0.944895032088122
"ZNF530",100.385648056795,0.375210128185706,0.228010911760072,1.64557970181939,0.099850321017842,0.775673229571614
"BRWD1",665.026091955852,0.18832205083946,0.125292378129153,1.50306071008833,0.132823389336789,0.838163259396638
"RAB22A",571.146730213031,-0.169576153141148,0.124515649926602,-1.36188626282004,0.173233782142681,0.88784368377952
"DCAF12L2",0.293734230140327,0.519254327062086,2.2611737676734,0.229639284908371,0.818372077586051,NA
"AFAP1L2",796.527157784247,0.0215310238696714,0.631143816084457,0.0341142911028541,0.972786012466419,0.999690621664146
"LIMS2",55.1503516988855,1.75003410738184,0.635331911992249,2.75451944778621,0.00587783966021035,0.24932360866757
"NME1",195.505220705859,-0.172015121941361,0.317219251289796,-0.542259403368354,0.587639818003426,0.999690621664146
"NID2",376.41499770071,0.248459001032117,0.613151473949076,0.405216347979867,0.685318489279091,0.999690621664146
"TGFB1I1",151.944051312428,-0.0962920415713973,0.667164301469611,-0.144330326666592,0.885239631797037,0.999690621664146
"FIG4",246.598613301781,0.134159144325513,0.233979196475301,0.573380652410587,0.566386987380639,0.999690621664146
"CCDC70",0.0787607675136669,-0.536157238492987,3.30920503854024,-0.162019951090579,0.871290142748268,NA
"CBL",988.330229482872,0.0533711986102587,0.180146818692154,0.296265007607283,0.767027706895034,0.999690621664146
"RTF1",1093.40531340944,-0.0990898442820614,0.120653520487434,-0.821276029756476,0.41148905805698,0.998325140767596
"DUSP10",175.64121595197,-0.236236131220215,0.481213692003651,-0.490917310013744,0.623484933524925,0.999690621664146
"GGNBP1",1.42819108895531,-0.633410169172576,0.757702981761221,-0.835961035418211,0.403176823725785,0.997709032495595
"TMEM62",201.860335375304,-0.0760577869528429,0.306190213765236,-0.24840045022196,0.80382458526864,0.999690621664146
"SLC25A41",8.40114220480234,0.438450993006948,0.560715399577737,0.781949262205276,0.434244392346158,0.999690621664146
"BTBD9",264.935677950851,-0.100992080588504,0.229841396428727,-0.439399003650855,0.660372448337341,0.999690621664146
"KCTD21",187.218522042706,-0.219366739416015,0.194768741776495,-1.12629335392918,0.260041369970476,0.946964288872031
"CRYZ",896.566201918591,-0.216232258477338,0.322862693986439,-0.669734418081826,0.50302710689354,0.999690621664146
"PPL",3106.87776749409,0.0673710017856686,0.551043293725683,0.122260814264091,0.902692464814392,0.999690621664146
"TBP",211.045900661014,0.368630295811611,0.179330503133438,2.05559171122893,0.0398218874209422,0.560538558289894
"ASB5",0.219422715068622,0.928712504532567,3.30920503854024,0.280645198383429,0.778982545313549,NA
"GRAPL",0.0999866738629217,0.373835873030233,3.30920503854024,0.112968482966876,0.910055542173778,NA
"SMURF1",682.684192348137,0.258355189203893,0.139103257081193,1.85729072506975,0.0632698032628477,0.670099123559314
"SBF2",423.924681128022,0.00981704553293822,0.292500072833985,0.033562540473315,0.973225993799684,0.999690621664146
"IL4",0.630646370912219,-0.0356015880311714,1.02239433067072,-0.0348217776284183,0.972221855124274,NA
"RTN4RL1",7.08463318503834,1.23154258680427,0.633154453758355,1.94509030062717,0.0517641110699033,0.620112062552847
"MTRF1",89.0070046770452,-0.136481107821101,0.178146646294486,-0.766116627284079,0.443606910349227,0.999690621664146
"DROSHA",1264.15845043512,0.271945696789799,0.171143951235495,1.58898807013986,0.112063086103261,0.798770317355491
"CEACAM19",71.3185935044288,-0.576464906431939,0.427960105910163,-1.34700617761075,0.177978243085856,0.88784368377952
"UVRAG",332.380257436677,-0.0689633772628698,0.275567438803131,-0.250259528347753,0.802386652472304,0.999690621664146
"MIEF1",870.774933823366,-0.0438351960851321,0.177746800415792,-0.246615950231404,0.805205459261505,0.999690621664146
"COBLL1",349.291340142859,-0.446725916278584,0.466611573262748,-0.957382846625267,0.338374053177312,0.978428965749004
"SIGLEC9",0.48348646054745,-0.458309072498762,1.09873068204323,-0.417125943590179,0.67658628956446,NA
"DSPP",0.454123510353763,-0.0108507293922267,1.51514795769467,-0.00716149821350539,0.994285999985642,NA
"TTC9",273.919046561013,0.092410368583964,0.655848646779714,0.140901973401498,0.887947383153558,0.999690621664146
"LEPREL4",805.862391275433,-0.135228390277177,0.232288407238603,-0.58215729267226,0.560460737040213,0.999690621664146
"LAMB2",4063.47659540129,-0.314509143659701,0.339236487304072,-0.92710883242283,0.353870030759509,0.983909931662714
"SOS1",619.285927030877,0.0973893244080812,0.0896052582435117,1.08687064037487,0.277093983209288,0.960837590401403
"CDKL3",36.6117635033387,-0.0957447567453627,0.195105971802807,-0.49073206658242,0.623615963355822,0.999690621664146
"AGXT2",0.0762936673683661,-0.13664834588161,3.30920503854024,-0.0412934056035066,0.967061990154263,NA
"C11orf85",5.23414410883162,-0.162536837867655,0.644966441222605,-0.252008209232636,0.80103471849701,0.999690621664146
"LYRM5",340.872312313352,0.408405477253316,0.381484478574064,1.07056905376564,0.284363244283491,0.961709366886229
"CCDC36",0.84809618625741,0.520882034470591,1.07902327935507,0.482734751359509,0.629284085074594,NA
"TNIK",293.016735115196,-0.228854442766152,0.611967358305318,-0.373965113760159,0.708430271321015,0.999690621664146
"AAAS",567.702518873946,0.0984634344358457,0.128040282279081,0.769003572026117,0.441891190016333,0.999690621664146
"ACLY",5617.43036469309,-0.153713651956812,0.225115730617789,-0.682820572045204,0.494720228679511,0.999690621664146
"ANKRD26",199.921025477264,0.00172937999938608,0.185987928224522,0.00929834541357116,0.992581100659038,0.999690621664146
"MXI1",255.428485687189,-0.0599011292120533,0.195365693499715,-0.306610276036721,0.759140031017687,0.999690621664146
"ZNF333",104.965913728879,0.00208302749019337,0.300122100669906,0.00694060012756081,0.994462246776259,0.999690621664146
"NIP7",856.163734989931,0.00448442919137372,0.248461786358708,0.0180487682113799,0.985599948328962,0.999690621664146
"SLC5A12",5.9755626483312,-0.926418894215014,1.17574842909992,-0.787939725272885,0.43073196320829,0.999690621664146
"AC187652.1",1.97839305138822,1.03012603655426,0.793903354992528,1.29754589154489,0.194443425694857,0.90030383707996
"CACNA1H",213.262258796657,1.39304326443231,1.15860403930177,1.20234628671917,0.229229390558301,0.927887156576281
"C4orf29",166.196094921069,-0.0610813491651879,0.242569272945951,-0.251809919794738,0.801187989455913,0.999690621664146
"TEX29",0.794373159667483,-0.993790994269275,0.861048682750822,-1.15416353822687,0.248433128015288,NA
"TUSC1",142.556453558344,0.273022985945428,0.489249251014774,0.558044770388792,0.576813812886956,0.999690621664146
"MUC8",0.994023103786994,0.0186617822974169,1.59886923845197,0.0116718627443763,0.990687412366928,NA
"FCGR2C",0.121551644269521,0.0853023067193205,3.30920503854024,0.0257772805631135,0.979434983311006,NA
"FRMPD4",1.02148556123108,2.27123084379859,3.20845078658449,0.707890192143602,0.479013450866804,NA
"SMG1",2567.08107485973,0.00207040291554777,0.176442739367674,0.011734134954873,0.990637729734002,0.999690621664146
"RIOK1",570.874925078912,0.356944019939306,0.272711853141863,1.30886874122639,0.190578816732586,0.897866621730733
"ARHGAP1",940.251061145301,-0.129856918931778,0.217247423511489,-0.597737440715426,0.550015139014803,0.999690621664146
"YLPM1",1203.01297948042,0.127233021128701,0.149295201907912,0.852224448627495,0.394089529519882,0.993626519511734
"C7orf13",71.4036756215813,-0.095317025762681,0.371261161590809,-0.256738478526165,0.797380665322325,0.999690621664146
"SCN3A",7.27483263791883,-0.523757877179699,1.1355221379919,-0.461248494992735,0.644620332553174,0.999690621664146
"PRPS1",908.284861639158,0.262357861051045,0.232143869994897,1.13015200899689,0.25841217778234,0.946231343219747
"GPR143",262.735848623924,-0.691190325297207,0.897708198559514,-0.769949886172711,0.441329620255495,0.999690621664146
"SRCAP",2456.62108896688,0.208589951685024,0.121813980383481,1.71236463194425,0.0868294926655182,0.746388927564162
"KRT10",402.961708550033,0.159730920537649,0.125056799876654,1.27726697544792,0.20150800861317,0.909706393251239
"C10orf32",126.197665118097,-0.249356099974974,0.202062610005755,-1.23405364291727,0.217182915945248,0.923970176484899
"DGCR8",783.050408769343,0.176166263967082,0.15491061581503,1.13721234042109,0.255449529383911,0.944895032088122
"C6orf100",0.908073941591586,-0.269737381992057,1.54263186867234,-0.174855315431935,0.861193322372475,NA
"TFDP2",899.64061562827,-0.193248577747703,0.143200418987935,-1.34949729276969,0.177177289314064,0.88784368377952
"ZSCAN20",82.1737657161131,0.263018674473956,0.200208031234915,1.31372689123216,0.188938128050677,0.894362828496652
"AP5B1",471.150707370717,0.116431096447603,0.232110235527207,0.501619828109456,0.615934969082556,0.999690621664146
"SFRP4",0.941316486103788,1.14866474365485,0.855243012855424,1.34308579712305,0.179244193966031,NA
"CHAD",58.7850135947352,0.077285525033723,0.565297074606307,0.136716654844795,0.891254764487312,0.999690621664146
"C4orf3",731.709649227636,-0.0538270436340637,0.287791072885668,-0.187035140090838,0.851633081264843,0.999690621664146
"ANKRD1",581.243547310149,1.7345597213436,0.759615812833521,2.2834697383054,0.022402713439368,0.45001645291818
"CRISP2",0.341539363731284,0.757811292427004,3.30909077253802,0.229008916502394,0.818861985910164,NA
"WFDC13",0.584776140903968,1.36139751793745,2.38989217671075,0.569648091744107,0.568916403318769,NA
"CTDSPL",1013.118335942,-0.122361729301753,0.394425605699523,-0.310227651383692,0.756387844354402,0.999690621664146
"CYB5R3",1827.06967290326,-0.228808070786983,0.201806006580234,-1.13380208381465,0.25687757672132,0.946231343219747
"STMN2",0.387390866828557,-1.26893903692197,1.66445788767777,-0.76237377125376,0.44583695588912,NA
"PLD6",60.7279643345794,-0.149736764604897,0.375465912244959,-0.39880255363157,0.690038695308198,0.999690621664146
"BMI1",230.637803123447,0.237362797058819,0.285490165748114,0.831421973631982,0.40573528997842,0.997709032495595
"VBP1",867.317400386748,0.21999184326613,0.215176280258194,1.02237961824676,0.306601263296292,0.971614927882319
"ANP32A",2933.77693184432,0.137801826689274,0.188457048891571,0.731210785161758,0.46465041349648,0.999690621664146
"RCCD1",411.735570267133,0.198190754649052,0.192752736444816,1.02821240468248,0.303849924582053,0.970582681240888
"ZMYND15",15.4569975382271,0.453382304489588,0.773046868662137,0.586487472970724,0.557547977318306,0.999690621664146
"KIFAP3",236.684615685143,-0.0270538795199791,0.240661200474628,-0.112414795017327,0.910494524956101,0.999690621664146
"CDCP1",782.283080819833,-0.0733405589998488,0.572893376041628,-0.128017816345846,0.898134873646937,0.999690621664146
"FOSB",18.2696210159002,-0.242941597200055,0.385972967996052,-0.629426455591936,0.529069902593469,0.999690621664146
"LILRA1",0.124272418044297,-0.713715478503435,3.30920503854024,-0.215675810411032,0.829240457957116,NA
"EPHB4",1522.30621216515,0.148220530220481,0.199339426837131,0.743558525136043,0.45714360256775,0.999690621664146
"AL953854.2",0.382699324863369,1.09214845068752,1.71018844089853,0.638612929762116,0.523074767859924,NA
"WBP2NL",2.06713030935135,0.523416143453484,1.19157961279489,0.439262419256902,0.660471401398106,0.999690621664146
"CHD1",840.347208476496,0.170240953915547,0.195079830036741,0.872673273723296,0.382841189173327,0.990588554956325
"CPSF7",1554.05299800069,0.0593668288583164,0.13150018819135,0.451458128500392,0.651659396533191,0.999690621664146
"NUPR1",28.2799739635008,-0.34269229503737,0.699507461508129,-0.489905131674407,0.624201031569344,0.999690621664146
"LRRC2",2.5550086354941,1.19036043073185,1.32778424157688,0.896501399442865,0.369985033216796,0.988007729397885
"ST3GAL5",162.07402627505,0.812634642077734,0.639522346256854,1.27068998735402,0.20383895903036,0.913051137352419
"ZNF564",91.7449876091368,-0.201177748051944,0.21804332663714,-0.92265033355842,0.35618945628795,0.984916696725315
"MAFA",19.082260760318,0.8917512519402,0.686767696142774,1.29847582661316,0.194123877744625,0.900200696959011
"TRIM24",764.462151827648,0.0817477646964632,0.206010614227077,0.396813363249118,0.691505095628017,0.999690621664146
"GPR137B",149.318687820528,0.305842430204902,0.345450050437531,0.885344870604407,0.375970656257723,0.989774512716648
"HEXIM2",139.224002485465,0.0265097236349132,0.249238792110155,0.106362751201253,0.915294545622837,0.999690621664146
"FNDC3A",780.993701195226,-0.32229188636673,0.211221401642633,-1.5258486302066,0.127047566449768,0.8290124313827
"ACP6",302.197465954267,-0.34672110052835,0.199978534200372,-1.73379158875595,0.0829550686186179,0.733380880936702
"ESYT2",1152.00656681712,-0.032578963677017,0.178884844987783,-0.182122547492729,0.855486554296338,0.999690621664146
"LIN7A",82.83710233636,-0.130152740546763,0.924905368360158,-0.14072006174807,0.888091095818409,0.999690621664146
"TSEN54",676.304888901671,0.2198676816126,0.162250299788516,1.35511417790404,0.175381182215979,0.88784368377952
"FLJ14816",3.8998251878332,0.70149308536132,1.711627057379,0.40983991362903,0.681923384888681,0.999690621664146
"LILRB5",0.535089859516208,-0.88641199179904,0.992486126177491,-0.893122803855213,0.371791412273611,NA
"SLC7A14",0.319913558889838,1.26306542492274,2.61624395328688,0.482778153518867,0.629253264238871,NA
"C6orf118",20.636460124346,0.841980007264465,0.892898655234131,0.942973765643857,0.345694321852749,0.98021292301194
"DYDC2",14.8876298868591,0.910671263143304,0.977161370488354,0.931955857698489,0.351359338550642,0.983686445994167
"HRNR",6.07832793860701,-0.841089550327836,1.06906740208223,-0.786750721881183,0.431427805556632,0.999690621664146
"ARF4",1665.6009920137,-0.166487884887376,0.155213979432996,-1.07263460092683,0.283435093803381,0.961709366886229
"GPX8",661.674299607545,0.073566449167196,0.278683804310517,0.263978200488559,0.791796716604221,0.999690621664146
"SEZ6",2.69861270359159,-0.242988718250077,0.693295817042065,-0.350483462148646,0.725975899349871,0.999690621664146
